metric,iteration,pole,mean,std,n
levenshtein,2,entropy,0.625201,0.0,1
levenshtein,3,entropy,0.62473,0.0,1
levenshtein,4,entropy,0.613751,0.0,1
levenshtein,5,entropy,0.662361,0.0,1
levenshtein,6,entropy,0.675479,0.0,1
levenshtein,7,entropy,0.663373,0.0,1
levenshtein,8,entropy,0.696745,0.0,1
levenshtein,9,entropy,0.674717,0.0,1
levenshtein,10,entropy,0.647752,0.0,1
levenshtein,11,entropy,0.646577,0.0,1
levenshtein,12,entropy,0.643339,0.0,1
levenshtein,13,entropy,0.694647,0.0,1
levenshtein,14,entropy,0.702376,0.0,1
levenshtein,15,entropy,0.660913,0.0,1
levenshtein,16,entropy,0.687211,0.0,1
levenshtein,17,entropy,0.650504,0.0,1
levenshtein,18,entropy,0.643182,0.0,1
levenshtein,19,entropy,0.683451,0.0,1
levenshtein,20,entropy,0.629291,0.0,1
levenshtein,21,entropy,0.648869,0.0,1
levenshtein,22,entropy,0.672444,0.0,1
levenshtein,23,entropy,0.658722,0.0,1
levenshtein,24,entropy,0.690782,0.0,1
levenshtein,25,entropy,0.684041,0.0,1
levenshtein,26,entropy,0.665897,0.0,1
levenshtein,27,entropy,0.67559,0.0,1
levenshtein,28,entropy,0.699765,0.0,1
levenshtein,29,entropy,0.649221,0.0,1
levenshtein,30,entropy,0.655025,0.0,1
levenshtein,31,entropy,0.662379,0.0,1
levenshtein,32,entropy,0.65349,0.0,1
levenshtein,33,entropy,0.667095,0.0,1
levenshtein,34,entropy,0.652796,0.0,1
levenshtein,35,entropy,0.666758,0.0,1
levenshtein,36,entropy,0.681777,0.0,1
levenshtein,37,entropy,0.66092,0.0,1
levenshtein,38,entropy,0.673995,0.0,1
levenshtein,39,entropy,0.650966,0.0,1
levenshtein,40,entropy,0.689866,0.0,1
levenshtein,41,entropy,0.66015,0.0,1
levenshtein,42,entropy,0.666577,0.0,1
levenshtein,43,entropy,0.652533,0.0,1
levenshtein,44,entropy,0.615982,0.0,1
levenshtein,45,entropy,0.713261,0.0,1
levenshtein,46,entropy,0.669045,0.0,1
levenshtein,47,entropy,0.694947,0.0,1
levenshtein,48,entropy,0.675886,0.0,1
levenshtein,49,entropy,0.675535,0.0,1
levenshtein,50,entropy,0.666751,0.0,1
levenshtein,51,entropy,0.710078,0.0,1
levenshtein,52,entropy,0.684787,0.0,1
levenshtein,53,entropy,0.663349,0.0,1
levenshtein,54,entropy,0.674758,0.0,1
levenshtein,55,entropy,0.674948,0.0,1
levenshtein,56,entropy,0.706882,0.0,1
levenshtein,57,entropy,0.697329,0.0,1
levenshtein,58,entropy,0.727838,0.0,1
levenshtein,59,entropy,0.69329,0.0,1
levenshtein,60,entropy,0.698057,0.0,1
levenshtein,61,entropy,0.721933,0.0,1
levenshtein,62,entropy,0.700961,0.0,1
levenshtein,63,entropy,0.701773,0.0,1
levenshtein,64,entropy,0.755919,0.0,1
levenshtein,65,entropy,0.72469,0.0,1
levenshtein,66,entropy,0.691098,0.0,1
levenshtein,67,entropy,0.669819,0.0,1
levenshtein,68,entropy,0.731841,0.0,1
levenshtein,69,entropy,0.74845,0.0,1
levenshtein,70,entropy,0.758294,0.0,1
levenshtein,71,entropy,0.727832,0.0,1
levenshtein,72,entropy,0.711173,0.0,1
levenshtein,73,entropy,0.704699,0.0,1
levenshtein,74,entropy,0.732801,0.0,1
levenshtein,75,entropy,0.717484,0.0,1
levenshtein,76,entropy,0.708422,0.0,1
levenshtein,77,entropy,0.709703,0.0,1
levenshtein,78,entropy,0.690408,0.0,1
levenshtein,79,entropy,0.666783,0.0,1
levenshtein,80,entropy,0.722495,0.0,1
levenshtein,81,entropy,0.730014,0.0,1
levenshtein,82,entropy,0.684172,0.0,1
levenshtein,83,entropy,0.701866,0.0,1
levenshtein,84,entropy,0.734704,0.0,1
levenshtein,85,entropy,0.716018,0.0,1
levenshtein,86,entropy,0.707694,0.0,1
levenshtein,87,entropy,0.702384,0.0,1
levenshtein,88,entropy,0.675841,0.0,1
levenshtein,89,entropy,0.67553,0.0,1
levenshtein,90,entropy,0.659474,0.0,1
levenshtein,91,entropy,0.761711,0.0,1
levenshtein,92,entropy,0.687404,0.0,1
levenshtein,93,entropy,0.722197,0.0,1
levenshtein,94,entropy,0.698533,0.0,1
levenshtein,95,entropy,0.693126,0.0,1
levenshtein,96,entropy,0.672448,0.0,1
levenshtein,97,entropy,0.697294,0.0,1
levenshtein,98,entropy,0.674822,0.0,1
levenshtein,99,entropy,0.678466,0.0,1
levenshtein,100,entropy,0.661216,0.0,1
levenshtein,101,entropy,0.694474,0.0,1
levenshtein,102,entropy,0.70394,0.0,1
levenshtein,103,entropy,0.735393,0.0,1
levenshtein,104,entropy,0.663412,0.0,1
levenshtein,105,entropy,0.690617,0.0,1
levenshtein,106,entropy,0.681902,0.0,1
levenshtein,107,entropy,0.687253,0.0,1
levenshtein,108,entropy,0.661972,0.0,1
levenshtein,109,entropy,0.6645,0.0,1
levenshtein,110,entropy,0.664419,0.0,1
levenshtein,111,entropy,0.690381,0.0,1
levenshtein,112,entropy,0.701287,0.0,1
levenshtein,113,entropy,0.727117,0.0,1
levenshtein,114,entropy,0.755826,0.0,1
levenshtein,115,entropy,0.699333,0.0,1
levenshtein,116,entropy,0.728934,0.0,1
levenshtein,117,entropy,0.685198,0.0,1
levenshtein,118,entropy,0.70347,0.0,1
levenshtein,119,entropy,0.682101,0.0,1
levenshtein,120,entropy,0.704458,0.0,1
levenshtein,121,entropy,0.677385,0.0,1
levenshtein,122,entropy,0.719323,0.0,1
levenshtein,123,entropy,0.671687,0.0,1
levenshtein,124,entropy,0.708337,0.0,1
levenshtein,125,entropy,0.687469,0.0,1
levenshtein,126,entropy,0.668154,0.0,1
levenshtein,127,entropy,0.672118,0.0,1
levenshtein,128,entropy,0.673584,0.0,1
levenshtein,129,entropy,0.675347,0.0,1
levenshtein,130,entropy,0.652832,0.0,1
levenshtein,131,entropy,0.663486,0.0,1
levenshtein,132,entropy,0.706513,0.0,1
levenshtein,133,entropy,0.678547,0.0,1
levenshtein,134,entropy,0.696026,0.0,1
levenshtein,135,entropy,0.700134,0.0,1
levenshtein,136,entropy,0.697831,0.0,1
levenshtein,137,entropy,0.656724,0.0,1
levenshtein,138,entropy,0.684509,0.0,1
levenshtein,139,entropy,0.75451,0.0,1
levenshtein,140,entropy,0.669096,0.0,1
levenshtein,141,entropy,0.719178,0.0,1
levenshtein,142,entropy,0.722465,0.0,1
levenshtein,143,entropy,0.740286,0.0,1
levenshtein,144,entropy,0.715642,0.0,1
levenshtein,145,entropy,0.730347,0.0,1
levenshtein,146,entropy,0.683291,0.0,1
levenshtein,147,entropy,0.72826,0.0,1
levenshtein,148,entropy,0.740155,0.0,1
levenshtein,149,entropy,0.715238,0.0,1
